ano,mes,delegacia,populacao,densidade_demografica,idh,furtos,roubos,homicidios_dolosos,lesao_corporal,estelionato,trafico_drogas,total_ocorrencias,trimestre,taxa_por_100k,mes_sin,mes_cos
2018,10,Lapa,65000,7800,0.86,23,12,0,13,14,7,91,4,140.0,-0.8660254037844386,0.5000000000000001
2018,11,Lapa,65000,7800,0.86,26,22,0,8,12,8,96,4,147.69230769230768,-0.5000000000000004,0.8660254037844384
2018,12,Lapa,65000,7800,0.86,33,20,0,11,13,4,98,4,150.76923076923077,-2.4492935982947064e-16,1.0
2019,1,Lapa,65000,7800,0.86,24,15,0,18,5,7,92,1,141.53846153846155,0.49999999999999994,0.8660254037844387
2019,2,Lapa,65000,7800,0.86,32,16,0,6,5,10,90,1,138.46153846153845,0.8660254037844386,0.5000000000000001
2019,3,Lapa,65000,7800,0.86,34,24,0,15,7,14,108,1,166.15384615384616,1.0,6.123233995736766e-17
2019,4,Lapa,65000,7800,0.86,33,33,1,15,7,5,119,2,183.0769230769231,0.8660254037844387,-0.4999999999999998
2019,5,Lapa,65000,7800,0.86,40,27,0,10,12,10,121,2,186.15384615384616,0.49999999999999994,-0.8660254037844387
2019,6,Lapa,65000,7800,0.86,39,14,0,17,12,16,111,2,170.76923076923077,1.2246467991473532e-16,-1.0
2019,7,Lapa,65000,7800,0.86,40,32,0,10,13,10,128,3,196.9230769230769,-0.4999999999999997,-0.8660254037844388
2019,8,Lapa,65000,7800,0.86,28,26,0,12,13,10,104,3,160.0,-0.8660254037844384,-0.5000000000000004
2019,9,Lapa,65000,7800,0.86,32,25,0,8,7,4,96,3,147.69230769230768,-1.0,-1.8369701987210297e-16
2019,10,Lapa,65000,7800,0.86,29,16,0,9,9,8,87,4,133.84615384615384,-0.8660254037844386,0.5000000000000001
2019,11,Lapa,65000,7800,0.86,32,13,0,9,14,4,88,4,135.3846153846154,-0.5000000000000004,0.8660254037844384
2019,12,Lapa,65000,7800,0.86,19,18,0,9,7,11,87,4,133.84615384615384,-2.4492935982947064e-16,1.0
2020,1,Lapa,65000,7800,0.86,25,17,0,7,9,6,80,1,123.07692307692308,0.49999999999999994,0.8660254037844387
2020,2,Lapa,65000,7800,0.86,40,23,0,14,13,7,113,1,173.84615384615387,0.8660254037844386,0.5000000000000001
2020,3,Lapa,65000,7800,0.86,37,18,1,12,11,7,113,1,173.84615384615387,1.0,6.123233995736766e-17
2020,4,Lapa,65000,7800,0.86,34,27,0,9,9,11,110,2,169.23076923076923,0.8660254037844387,-0.4999999999999998
2020,5,Lapa,65000,7800,0.86,26,19,0,2,18,13,102,2,156.9230769230769,0.49999999999999994,-0.8660254037844387
2020,6,Lapa,65000,7800,0.86,34,37,0,13,14,9,124,2,190.76923076923077,1.2246467991473532e-16,-1.0
2020,7,Lapa,65000,7800,0.86,30,31,1,12,15,10,126,3,193.84615384615384,-0.4999999999999997,-0.8660254037844388
2020,8,Lapa,65000,7800,0.86,38,29,0,8,7,6,103,3,158.46153846153845,-0.8660254037844384,-0.5000000000000004
2020,9,Lapa,65000,7800,0.86,30,24,0,15,9,8,100,3,153.84615384615384,-1.0,-1.8369701987210297e-16
2020,10,Lapa,65000,7800,0.86,37,13,0,14,12,7,99,4,152.3076923076923,-0.8660254037844386,0.5000000000000001
2020,11,Lapa,65000,7800,0.86,24,24,0,12,8,12,99,4,152.3076923076923,-0.5000000000000004,0.8660254037844384
2020,12,Lapa,65000,7800,0.86,33,21,0,9,6,9,95,4,146.15384615384616,-2.4492935982947064e-16,1.0
2021,1,Lapa,65000,7800,0.86,34,18,0,8,11,7,98,1,150.76923076923077,0.49999999999999994,0.8660254037844387
2021,2,Lapa,65000,7800,0.86,31,27,0,12,8,6,103,1,158.46153846153845,0.8660254037844386,0.5000000000000001
2021,3,Lapa,65000,7800,0.86,25,28,0,11,14,4,103,1,158.46153846153845,1.0,6.123233995736766e-17
2021,4,Lapa,65000,7800,0.86,29,30,1,13,7,13,117,2,180.0,0.8660254037844387,-0.4999999999999998
2021,5,Lapa,65000,7800,0.86,32,27,0,11,12,14,117,2,180.0,0.49999999999999994,-0.8660254037844387
2021,6,Lapa,65000,7800,0.86,34,22,1,14,8,9,112,2,172.30769230769232,1.2246467991473532e-16,-1.0
2021,7,Lapa,65000,7800,0.86,40,27,0,13,14,10,123,3,189.23076923076923,-0.4999999999999997,-0.8660254037844388
2021,8,Lapa,65000,7800,0.86,31,20,0,11,12,5,99,3,152.3076923076923,-0.8660254037844384,-0.5000000000000004
2021,9,Lapa,65000,7800,0.86,28,24,0,8,13,9,97,3,149.23076923076923,-1.0,-1.8369701987210297e-16
2021,10,Lapa,65000,7800,0.86,39,22,0,8,10,7,103,4,158.46153846153845,-0.8660254037844386,0.5000000000000001
2021,11,Lapa,65000,7800,0.86,24,18,0,17,9,3,87,4,133.84615384615384,-0.5000000000000004,0.8660254037844384
2021,12,Lapa,65000,7800,0.86,27,16,0,6,10,7,90,4,138.46153846153845,-2.4492935982947064e-16,1.0
2022,1,Lapa,65000,7800,0.86,27,20,0,10,13,7,94,1,144.6153846153846,0.49999999999999994,0.8660254037844387
2022,2,Lapa,65000,7800,0.86,27,21,0,18,7,7,101,1,155.3846153846154,0.8660254037844386,0.5000000000000001
2022,3,Lapa,65000,7800,0.86,24,25,0,13,11,7,100,1,153.84615384615384,1.0,6.123233995736766e-17
2022,4,Lapa,65000,7800,0.86,26,24,0,16,11,9,110,2,169.23076923076923,0.8660254037844387,-0.4999999999999998
2022,5,Lapa,65000,7800,0.86,27,27,0,9,10,8,104,2,160.0,0.49999999999999994,-0.8660254037844387
2022,6,Lapa,65000,7800,0.86,25,27,0,14,9,14,108,2,166.15384615384616,1.2246467991473532e-16,-1.0
2022,7,Lapa,65000,7800,0.86,35,37,0,8,17,13,125,3,192.30769230769232,-0.4999999999999997,-0.8660254037844388
2022,8,Lapa,65000,7800,0.86,28,30,0,11,11,9,106,3,163.07692307692307,-0.8660254037844384,-0.5000000000000004
2022,9,Lapa,65000,7800,0.86,35,27,0,13,11,14,115,3,176.92307692307693,-1.0,-1.8369701987210297e-16
2022,10,Lapa,65000,7800,0.86,36,19,0,11,14,8,104,4,160.0,-0.8660254037844386,0.5000000000000001
2022,11,Lapa,65000,7800,0.86,29,19,0,6,6,11,87,4,133.84615384615384,-0.5000000000000004,0.8660254037844384
2022,12,Lapa,65000,7800,0.86,28,20,0,10,4,4,81,4,124.6153846153846,-2.4492935982947064e-16,1.0
2023,1,Lapa,65000,7800,0.86,29,21,0,6,11,7,89,1,136.92307692307693,0.49999999999999994,0.8660254037844387
2023,2,Lapa,65000,7800,0.86,31,17,0,7,8,6,82,1,126.15384615384615,0.8660254037844386,0.5000000000000001
2023,3,Lapa,65000,7800,0.86,21,26,0,16,12,8,101,1,155.3846153846154,1.0,6.123233995736766e-17
2023,4,Lapa,65000,7800,0.86,22,28,0,17,16,13,112,2,172.30769230769232,0.8660254037844387,-0.4999999999999998
2023,5,Lapa,65000,7800,0.86,39,24,0,10,15,8,112,2,172.30769230769232,0.49999999999999994,-0.8660254037844387
2023,6,Lapa,65000,7800,0.86,32,25,0,13,7,7,107,2,164.6153846153846,1.2246467991473532e-16,-1.0
2023,7,Lapa,65000,7800,0.86,36,23,0,11,12,8,109,3,167.6923076923077,-0.4999999999999997,-0.8660254037844388
2023,8,Lapa,65000,7800,0.86,23,22,1,17,8,5,101,3,155.3846153846154,-0.8660254037844384,-0.5000000000000004
2023,9,Lapa,65000,7800,0.86,37,24,0,10,9,8,99,3,152.3076923076923,-1.0,-1.8369701987210297e-16
2023,10,Lapa,65000,7800,0.86,22,14,0,9,5,7,75,4,115.3846153846154,-0.8660254037844386,0.5000000000000001
2023,11,Lapa,65000,7800,0.86,26,21,0,13,11,5,89,4,136.92307692307693,-0.5000000000000004,0.8660254037844384
2023,12,Lapa,65000,7800,0.86,29,16,0,10,18,3,88,4,135.3846153846154,-2.4492935982947064e-16,1.0
2018,1,Pinheiros,72000,9100,0.91,25,14,0,7,16,8,82,1,113.8888888888889,0.49999999999999994,0.8660254037844387
2018,2,Pinheiros,72000,9100,0.91,31,15,0,8,12,7,87,1,120.83333333333334,0.8660254037844386,0.5000000000000001
2018,3,Pinheiros,72000,9100,0.91,35,21,0,11,8,14,105,1,145.83333333333334,1.0,6.123233995736766e-17
2018,4,Pinheiros,72000,9100,0.91,31,22,0,11,10,8,98,2,136.11111111111111,0.8660254037844387,-0.4999999999999998
2018,5,Pinheiros,72000,9100,0.91,32,23,0,12,9,8,108,2,150.0,0.49999999999999994,-0.8660254037844387
2018,6,Pinheiros,72000,9100,0.91,31,20,0,12,13,13,110,2,152.7777777777778,1.2246467991473532e-16,-1.0
2018,7,Pinheiros,72000,9100,0.91,34,16,0,11,14,4,96,3,133.33333333333334,-0.4999999999999997,-0.8660254037844388
2018,8,Pinheiros,72000,9100,0.91,29,13,0,11,8,8,85,3,118.05555555555556,-0.8660254037844384,-0.5000000000000004
2018,9,Pinheiros,72000,9100,0.91,15,23,0,13,6,7,80,3,111.11111111111111,-1.0,-1.8369701987210297e-16
2018,10,Pinheiros,72000,9100,0.91,30,18,0,12,8,6,87,4,120.83333333333334,-0.8660254037844386,0.5000000000000001
2018,11,Pinheiros,72000,9100,0.91,29,15,0,10,7,9,79,4,109.72222222222223,-0.5000000000000004,0.8660254037844384
2018,12,Pinheiros,72000,9100,0.91,27,12,0,13,7,5,73,4,101.38888888888889,-2.4492935982947064e-16,1.0
2019,1,Pinheiros,72000,9100,0.91,17,20,0,11,9,10,78,1,108.33333333333333,0.49999999999999994,0.8660254037844387
2019,2,Pinheiros,72000,9100,0.91,23,28,0,6,8,4,80,1,111.11111111111111,0.8660254037844386,0.5000000000000001
2019,3,Pinheiros,72000,9100,0.91,17,18,0,12,8,7,77,1,106.94444444444444,1.0,6.123233995736766e-17
2019,4,Pinheiros,72000,9100,0.91,27,9,0,14,10,7,82,2,113.8888888888889,0.8660254037844387,-0.4999999999999998
2019,5,Pinheiros,72000,9100,0.91,23,27,0,15,8,8,100,2,138.88888888888889,0.49999999999999994,-0.8660254037844387
2019,6,Pinheiros,72000,9100,0.91,40,18,0,14,9,9,111,2,154.16666666666666,1.2246467991473532e-16,-1.0
2019,7,Pinheiros,72000,9100,0.91,34,21,0,10,5,5,94,3,130.55555555555554,-0.4999999999999997,-0.8660254037844388
2019,8,Pinheiros,72000,9100,0.91,28,24,0,10,9,4,89,3,123.6111111111111,-0.8660254037844384,-0.5000000000000004
2019,9,Pinheiros,72000,9100,0.91,27,19,0,12,15,8,99,3,137.5,-1.0,-1.8369701987210297e-16
2019,10,Pinheiros,72000,9100,0.91,23,22,0,6,11,4,78,4,108.33333333333333,-0.8660254037844386,0.5000000000000001
2019,11,Pinheiros,72000,9100,0.91,24,15,0,6,5,6,69,4,95.83333333333333,-0.5000000000000004,0.8660254037844384
2019,12,Pinheiros,72000,9100,0.91,22,24,0,8,9,5,82,4,113.8888888888889,-2.4492935982947064e-16,1.0
2020,1,Pinheiros,72000,9100,0.91,20,19,0,11,7,8,77,1,106.94444444444444,0.49999999999999994,0.8660254037844387
2020,2,Pinheiros,72000,9100,0.91,25,17,0,5,8,8,72,1,100.0,0.8660254037844386,0.5000000000000001
2020,3,Pinheiros,72000,9100,0.91,16,17,0,17,11,6,78,1,108.33333333333333,1.0,6.123233995736766e-17
2020,4,Pinheiros,72000,9100,0.91,23,11,0,9,6,10,76,2,105.55555555555554,0.8660254037844387,-0.4999999999999998
2020,5,Pinheiros,72000,9100,0.91,34,28,0,9,5,3,93,2,129.16666666666666,0.49999999999999994,-0.8660254037844387
2020,6,Pinheiros,72000,9100,0.91,26,22,0,15,7,10,103,2,143.05555555555557,1.2246467991473532e-16,-1.0
2020,7,Pinheiros,72000,9100,0.91,23,15,0,17,11,9,95,3,131.94444444444446,-0.4999999999999997,-0.8660254037844388
2020,8,Pinheiros,72000,9100,0.91,24,21,0,6,11,12,87,3,120.83333333333334,-0.8660254037844384,-0.5000000000000004
2020,9,Pinheiros,72000,9100,0.91,20,27,0,12,8,8,93,3,129.16666666666666,-1.0,-1.8369701987210297e-16
2020,10,Pinheiros,72000,9100,0.91,29,17,0,14,3,5,82,4,113.8888888888889,-0.8660254037844386,0.5000000000000001
2020,11,Pinheiros,72000,9100,0.91,24,16,0,15,4,8,84,4,116.66666666666667,-0.5000000000000004,0.8660254037844384
2020,12,Pinheiros,72000,9100,0.91,19,16,0,16,2,6,69,4,95.83333333333333,-2.4492935982947064e-16,1.0
2021,1,Pinheiros,72000,9100,0.91,26,17,0,10,8,8,78,1,108.33333333333333,0.49999999999999994,0.8660254037844387
2021,2,Pinheiros,72000,9100,0.91,26,16,0,6,7,6,80,1,111.11111111111111,0.8660254037844386,0.5000000000000001
2021,3,Pinheiros,72000,9100,0.91,29,17,0,13,9,9,90,1,125.0,1.0,6.123233995736766e-17
2021,4,Pinheiros,72000,9100,0.91,25,25,0,13,7,10,97,2,134.72222222222223,0.8660254037844387,-0.4999999999999998
2021,5,Pinheiros,72000,9100,0.91,31,24,0,14,5,5,97,2,134.72222222222223,0.49999999999999994,-0.8660254037844387
2021,6,Pinheiros,72000,9100,0.91,30,21,1,12,9,8,105,2,145.83333333333334,1.2246467991473532e-16,-1.0
2021,7,Pinheiros,72000,9100,0.91,19,21,0,15,9,12,90,3,125.0,-0.4999999999999997,-0.8660254037844388
2021,8,Pinheiros,72000,9100,0.91,32,19,0,13,5,8,88,3,122.22222222222221,-0.8660254037844384,-0.5000000000000004
2021,9,Pinheiros,72000,9100,0.91,24,23,0,3,5,8,87,3,120.83333333333334,-1.0,-1.8369701987210297e-16
2021,10,Pinheiros,72000,9100,0.91,22,22,0,9,7,1,71,4,98.61111111111113,-0.8660254037844386,0.5000000000000001
2021,11,Pinheiros,72000,9100,0.91,28,16,0,8,4,1,69,4,95.83333333333333,-0.5000000000000004,0.8660254037844384
2021,12,Pinheiros,72000,9100,0.91,20,11,0,9,10,7,69,4,95.83333333333333,-2.4492935982947064e-16,1.0
2022,1,Pinheiros,72000,9100,0.91,17,13,0,9,2,7,68,1,94.44444444444444,0.49999999999999994,0.8660254037844387
2022,2,Pinheiros,72000,9100,0.91,21,14,0,7,9,5,73,1,101.38888888888889,0.8660254037844386,0.5000000000000001
2022,3,Pinheiros,72000,9100,0.91,21,17,0,6,12,6,78,1,108.33333333333333,1.0,6.123233995736766e-17
2022,4,Pinheiros,72000,9100,0.91,29,14,0,14,10,4,85,2,118.05555555555556,0.8660254037844387,-0.4999999999999998
2022,5,Pinheiros,72000,9100,0.91,25,21,0,7,10,8,91,2,126.38888888888889,0.49999999999999994,-0.8660254037844387
2022,6,Pinheiros,72000,9100,0.91,26,15,0,10,10,8,87,2,120.83333333333334,1.2246467991473532e-16,-1.0
2022,7,Pinheiros,72000,9100,0.91,25,24,0,12,11,8,91,3,126.38888888888889,-0.4999999999999997,-0.8660254037844388
2022,8,Pinheiros,72000,9100,0.91,27,18,0,10,4,7,81,3,112.49999999999999,-0.8660254037844384,-0.5000000000000004
2022,9,Pinheiros,72000,9100,0.91,29,25,0,5,7,3,83,3,115.27777777777777,-1.0,-1.8369701987210297e-16
2022,10,Pinheiros,72000,9100,0.91,19,16,0,7,4,7,63,4,87.5,-0.8660254037844386,0.5000000000000001
2022,11,Pinheiros,72000,9100,0.91,22,15,0,12,9,4,76,4,105.55555555555554,-0.5000000000000004,0.8660254037844384
2022,12,Pinheiros,72000,9100,0.91,17,21,0,9,6,6,67,4,93.05555555555556,-2.4492935982947064e-16,1.0
2023,1,Pinheiros,72000,9100,0.91,21,19,0,12,10,5,81,1,112.49999999999999,0.49999999999999994,0.8660254037844387
2023,2,Pinheiros,72000,9100,0.91,22,13,0,8,11,6,72,1,100.0,0.8660254037844386,0.5000000000000001
2023,3,Pinheiros,72000,9100,0.91,29,21,0,4,7,5,76,1,105.55555555555554,1.0,6.123233995736766e-17
2023,4,Pinheiros,72000,9100,0.91,31,18,0,12,8,10,91,2,126.38888888888889,0.8660254037844387,-0.4999999999999998
2023,5,Pinheiros,72000,9100,0.91,28,15,0,15,9,5,86,2,119.44444444444444,0.49999999999999994,-0.8660254037844387
2023,6,Pinheiros,72000,9100,0.91,26,10,1,15,9,9,95,2,131.94444444444446,1.2246467991473532e-16,-1.0
2023,7,Pinheiros,72000,9100,0.91,25,17,0,12,7,12,85,3,118.05555555555556,-0.4999999999999997,-0.8660254037844388
2023,8,Pinheiros,72000,9100,0.91,19,20,0,11,9,13,88,3,122.22222222222221,-0.8660254037844384,-0.5000000000000004
2023,9,Pinheiros,72000,9100,0.91,22,10,0,8,7,6,65,3,90.27777777777777,-1.0,-1.8369701987210297e-16
2023,10,Pinheiros,72000,9100,0.91,31,11,0,6,4,2,61,4,84.72222222222221,-0.8660254037844386,0.5000000000000001
2023,11,Pinheiros,72000,9100,0.91,22,19,0,7,9,2,70,4,97.22222222222221,-0.5000000000000004,0.8660254037844384
2023,12,Pinheiros,72000,9100,0.91,11,14,0,10,7,3,56,4,77.77777777777777,-2.4492935982947064e-16,1.0
2018,1,Vila Mariana,141000,11200,0.89,39,27,0,15,13,8,117,1,82.97872340425532,0.49999999999999994,0.8660254037844387
2018,2,Vila Mariana,141000,11200,0.89,36,30,0,16,13,6,120,1,85.1063829787234,0.8660254037844386,0.5000000000000001
2018,3,Vila Mariana,141000,11200,0.89,50,18,0,21,13,10,127,1,90.0709219858156,1.0,6.123233995736766e-17
2018,4,Vila Mariana,141000,11200,0.89,52,38,1,14,7,12,154,2,109.21985815602837,0.8660254037844387,-0.4999999999999998
2018,5,Vila Mariana,141000,11200,0.89,38,41,1,14,19,15,161,2,114.18439716312056,0.49999999999999994,-0.8660254037844387
2018,6,Vila Mariana,141000,11200,0.89,43,34,1,10,13,9,137,2,97.16312056737588,1.2246467991473532e-16,-1.0
2018,7,Vila Mariana,141000,11200,0.89,36,33,0,20,16,11,139,3,98.58156028368795,-0.4999999999999997,-0.8660254037844388
2018,8,Vila Mariana,141000,11200,0.89,44,34,0,15,20,11,148,3,104.9645390070922,-0.8660254037844384,-0.5000000000000004
2018,9,Vila Mariana,141000,11200,0.89,46,28,0,11,12,9,126,3,89.36170212765957,-1.0,-1.8369701987210297e-16
2018,10,Vila Mariana,141000,11200,0.89,33,22,0,11,13,11,106,4,75.177304964539,-0.8660254037844386,0.5000000000000001
2018,11,Vila Mariana,141000,11200,0.89,42,23,0,15,8,6,114,4,80.85106382978724,-0.5000000000000004,0.8660254037844384
2018,12,Vila Mariana,141000,11200,0.89,42,29,0,8,11,9,121,4,85.81560283687944,-2.4492935982947064e-16,1.0
2019,1,Vila Mariana,141000,11200,0.89,28,27,0,16,12,9,105,1,74.46808510638299,0.49999999999999994,0.8660254037844387
2019,2,Vila Mariana,141000,11200,0.89,37,27,0,20,8,10,121,1,85.81560283687944,0.8660254037844386,0.5000000000000001
2019,3,Vila Mariana,141000,11200,0.89,46,20,1,15,15,9,131,1,92.90780141843972,1.0,6.123233995736766e-17
2019,4,Vila Mariana,141000,11200,0.89,38,35,1,16,22,10,147,2,104.25531914893618,0.8660254037844387,-0.4999999999999998
2019,5,Vila Mariana,141000,11200,0.89,26,34,1,15,15,11,131,2,92.90780141843972,0.49999999999999994,-0.8660254037844387
2019,6,Vila Mariana,141000,11200,0.89,34,21,1,15,10,8,117,2,82.97872340425532,1.2246467991473532e-16,-1.0
2019,7,Vila Mariana,141000,11200,0.89,51,30,0,20,11,16,149,3,105.67375886524823,-0.4999999999999997,-0.8660254037844388
2019,8,Vila Mariana,141000,11200,0.89,43,28,1,15,11,14,136,3,96.45390070921987,-0.8660254037844384,-0.5000000000000004
2019,9,Vila Mariana,141000,11200,0.89,46,23,0,16,14,13,136,3,96.45390070921987,-1.0,-1.8369701987210297e-16
2019,10,Vila Mariana,141000,11200,0.89,41,28,0,14,14,16,134,4,95.0354609929078,-0.8660254037844386,0.5000000000000001
2019,11,Vila Mariana,141000,11200,0.89,31,27,0,15,11,12,114,4,80.85106382978724,-0.5000000000000004,0.8660254037844384
2019,12,Vila Mariana,141000,11200,0.89,41,22,0,13,8,7,107,4,75.88652482269504,-2.4492935982947064e-16,1.0
2020,1,Vila Mariana,141000,11200,0.89,29,25,0,11,11,7,106,1,75.177304964539,0.49999999999999994,0.8660254037844387
2020,2,Vila Mariana,141000,11200,0.89,55,30,0,13,12,8,137,1,97.16312056737588,0.8660254037844386,0.5000000000000001
2020,3,Vila Mariana,141000,11200,0.89,32,15,1,18,8,6,110,1,78.01418439716312,1.0,6.123233995736766e-17
2020,4,Vila Mariana,141000,11200,0.89,48,20,1,10,15,14,147,2,104.25531914893618,0.8660254037844387,-0.4999999999999998
2020,5,Vila Mariana,141000,11200,0.89,42,36,1,20,17,13,161,2,114.18439716312056,0.49999999999999994,-0.8660254037844387
2020,6,Vila Mariana,141000,11200,0.89,50,28,1,24,21,12,162,2,114.89361702127658,1.2246467991473532e-16,-1.0
2020,7,Vila Mariana,141000,11200,0.89,34,30,1,14,19,17,142,3,100.70921985815603,-0.4999999999999997,-0.8660254037844388
2020,8,Vila Mariana,141000,11200,0.89,34,36,0,15,9,15,133,3,94.32624113475177,-0.8660254037844384,-0.5000000000000004
2020,9,Vila Mariana,141000,11200,0.89,37,29,0,12,13,4,111,3,78.72340425531915,-1.0,-1.8369701987210297e-16
2020,10,Vila Mariana,141000,11200,0.89,24,30,1,11,15,11,123,4,87.23404255319149,-0.8660254037844386,0.5000000000000001
2020,11,Vila Mariana,141000,11200,0.89,36,29,0,16,14,10,120,4,85.1063829787234,-0.5000000000000004,0.8660254037844384
2020,12,Vila Mariana,141000,11200,0.89,36,23,0,14,9,10,107,4,75.88652482269504,-2.4492935982947064e-16,1.0
2021,1,Vila Mariana,141000,11200,0.89,32,21,0,14,14,5,105,1,74.46808510638299,0.49999999999999994,0.8660254037844387
2021,2,Vila Mariana,141000,11200,0.89,34,30,0,17,14,8,121,1,85.81560283687944,0.8660254037844386,0.5000000000000001
2021,3,Vila Mariana,141000,11200,0.89,28,30,1,14,9,10,116,1,82.26950354609929,1.0,6.123233995736766e-17
2021,4,Vila Mariana,141000,11200,0.89,45,29,0,15,12,8,128,2,90.78014184397163,0.8660254037844387,-0.4999999999999998
2021,5,Vila Mariana,141000,11200,0.89,32,43,1,21,14,16,153,2,108.51063829787233,0.49999999999999994,-0.8660254037844387
2021,6,Vila Mariana,141000,11200,0.89,45,31,1,35,17,11,167,2,118.43971631205675,1.2246467991473532e-16,-1.0
2021,7,Vila Mariana,141000,11200,0.89,42,35,1,17,9,12,151,3,107.09219858156028,-0.4999999999999997,-0.8660254037844388
2021,8,Vila Mariana,141000,11200,0.89,39,29,0,16,11,10,128,3,90.78014184397163,-0.8660254037844384,-0.5000000000000004
2021,9,Vila Mariana,141000,11200,0.89,39,24,0,14,9,9,110,3,78.01418439716312,-1.0,-1.8369701987210297e-16
2021,10,Vila Mariana,141000,11200,0.89,37,19,0,17,13,4,112,4,79.43262411347517,-0.8660254037844386,0.5000000000000001
2021,11,Vila Mariana,141000,11200,0.89,34,13,0,14,19,7,103,4,73.04964539007092,-0.5000000000000004,0.8660254037844384
2021,12,Vila Mariana,141000,11200,0.89,33,24,0,20,13,4,118,4,83.68794326241135,-2.4492935982947064e-16,1.0
2022,1,Vila Mariana,141000,11200,0.89,33,25,0,17,9,7,109,1,77.3049645390071,0.49999999999999994,0.8660254037844387
2022,2,Vila Mariana,141000,11200,0.89,34,26,0,17,9,13,123,1,87.23404255319149,0.8660254037844386,0.5000000000000001
2022,3,Vila Mariana,141000,11200,0.89,45,24,0,18,12,11,130,1,92.19858156028369,1.0,6.123233995736766e-17
2022,4,Vila Mariana,141000,11200,0.89,42,36,1,16,14,10,144,2,102.12765957446808,0.8660254037844387,-0.4999999999999998
2022,5,Vila Mariana,141000,11200,0.89,41,32,0,5,18,18,131,2,92.90780141843972,0.49999999999999994,-0.8660254037844387
2022,6,Vila Mariana,141000,11200,0.89,49,27,1,21,10,9,146,2,103.54609929078013,1.2246467991473532e-16,-1.0
2022,7,Vila Mariana,141000,11200,0.89,36,31,0,14,18,9,130,3,92.19858156028369,-0.4999999999999997,-0.8660254037844388
2022,8,Vila Mariana,141000,11200,0.89,46,23,1,12,10,9,133,3,94.32624113475177,-0.8660254037844384,-0.5000000000000004
2022,9,Vila Mariana,141000,11200,0.89,45,28,1,17,13,8,137,3,97.16312056737588,-1.0,-1.8369701987210297e-16
2022,10,Vila Mariana,141000,11200,0.89,33,22,0,17,11,11,118,4,83.68794326241135,-0.8660254037844386,0.5000000000000001
2022,11,Vila Mariana,141000,11200,0.89,31,25,0,17,11,6,112,4,79.43262411347517,-0.5000000000000004,0.8660254037844384
2022,12,Vila Mariana,141000,11200,0.89,27,20,0,16,12,10,108,4,76.59574468085106,-2.4492935982947064e-16,1.0
2023,1,Vila Mariana,141000,11200,0.89,30,26,0,7,12,10,107,1,75.88652482269504,0.49999999999999994,0.8660254037844387
2023,2,Vila Mariana,141000,11200,0.89,34,20,0,15,7,8,104,1,73.75886524822694,0.8660254037844386,0.5000000000000001
2023,3,Vila Mariana,141000,11200,0.89,43,29,0,19,14,11,137,1,97.16312056737588,1.0,6.123233995736766e-17
2023,4,Vila Mariana,141000,11200,0.89,41,21,1,14,17,17,136,2,96.45390070921987,0.8660254037844387,-0.4999999999999998
2023,5,Vila Mariana,141000,11200,0.89,42,27,1,11,13,5,126,2,89.36170212765957,0.49999999999999994,-0.8660254037844387
2023,6,Vila Mariana,141000,11200,0.89,49,31,1,13,13,8,153,2,108.51063829787233,1.2246467991473532e-16,-1.0
2023,7,Vila Mariana,141000,11200,0.89,40,27,0,10,12,14,127,3,90.0709219858156,-0.4999999999999997,-0.8660254037844388
2023,8,Vila Mariana,141000,11200,0.89,48,32,0,13,11,9,128,3,90.78014184397163,-0.8660254037844384,-0.5000000000000004
2023,9,Vila Mariana,141000,11200,0.89,37,20,0,15,12,6,104,3,73.75886524822694,-1.0,-1.8369701987210297e-16
2023,10,Vila Mariana,141000,11200,0.89,34,30,1,14,12,8,125,4,88.65248226950355,-0.8660254037844386,0.5000000000000001
2023,11,Vila Mariana,141000,11200,0.89,29,30,0,11,13,7,107,4,75.88652482269504,-0.5000000000000004,0.8660254037844384
2023,12,Vila Mariana,141000,11200,0.89,34,26,0,20,9,10,114,4,80.85106382978724,-2.4492935982947064e-16,1.0
2018,1,Ipiranga,108000,8500,0.82,34,28,1,15,11,7,120,1,111.11111111111111,0.49999999999999994,0.8660254037844387
2018,2,Ipiranga,108000,8500,0.82,33,20,0,17,13,12,119,1,110.18518518518519,0.8660254037844386,0.5000000000000001
2018,3,Ipiranga,108000,8500,0.82,46,21,0,17,13,9,128,1,118.51851851851852,1.0,6.123233995736766e-17
2018,4,Ipiranga,108000,8500,0.82,38,33,0,23,13,14,140,2,129.62962962962962,0.8660254037844387,-0.4999999999999998
2018,5,Ipiranga,108000,8500,0.82,43,29,0,14,8,8,122,2,112.96296296296298,0.49999999999999994,-0.8660254037844387
2018,6,Ipiranga,108000,8500,0.82,47,34,1,16,21,10,157,2,145.37037037037038,1.2246467991473532e-16,-1.0
2018,7,Ipiranga,108000,8500,0.82,41,39,1,16,21,12,158,3,146.2962962962963,-0.4999999999999997,-0.8660254037844388
2018,8,Ipiranga,108000,8500,0.82,43,29,1,17,15,11,141,3,130.55555555555554,-0.8660254037844384,-0.5000000000000004
2018,9,Ipiranga,108000,8500,0.82,34,22,1,17,11,14,124,3,114.81481481481481,-1.0,-1.8369701987210297e-16
2018,10,Ipiranga,108000,8500,0.82,35,19,0,18,13,12,118,4,109.25925925925925,-0.8660254037844386,0.5000000000000001
2018,11,Ipiranga,108000,8500,0.82,31,19,0,16,14,9,105,4,97.22222222222221,-0.5000000000000004,0.8660254037844384
